Market,Date,Total Spend
ES,2023-09-11,23.29
SE,2023-09-11,1095.21
AE,2023-09-11,104.01
GB,2023-09-11,1732.69
US,2023-09-11,1432.97
AU,2023-09-12,115.22
AT,2023-09-12,17.21
CA,2023-09-12,118.55
DK,2023-09-12,250.76
FI,2023-09-12,52.28
FR,2023-09-12,797.33
DE,2023-09-12,559.12
GR,2023-09-12,0.11
HK,2023-09-12,9.21
IE,2023-09-12,137.09
IT,2023-09-12,583.43
NL,2023-09-12,94.46
SG,2023-09-12,24.42
ES,2023-09-12,7.1
SE,2023-09-12,1320.27
AE,2023-09-12,29.64
GB,2023-09-12,1441.37
US,2023-09-12,2269.34
AU,2023-09-13,259.26
AT,2023-09-13,27.83
CA,2023-09-13,78.59
DK,2023-09-13,350.32
FI,2023-09-13,18.81
FR,2023-09-13,402.53
DE,2023-09-13,444.16
GR,2023-09-13,17.37
HK,2023-09-13,164.75
IE,2023-09-13,0.33
IT,2023-09-13,38.29
NL,2023-09-13,48.2
SG,2023-09-13,79.04
ES,2023-09-13,1.22
SE,2023-09-13,910.48
AE,2023-09-13,37.29
GB,2023-09-13,1231.97
US,2023-09-13,1800.47
AU,2023-09-14,362.23
AT,2023-09-14,14.32
CA,2023-09-14,135.74
DK,2023-09-14,59.76
FI,2023-09-14,54.61
FR,2023-09-14,258.83
DE,2023-09-14,508.38
GR,2023-09-14,1.45
HK,2023-09-14,4.81
IE,2023-09-14,317.92
IT,2023-09-14,52.37
NL,2023-09-14,33.79
SG,2023-09-14,31.22
ES,2023-09-14,4.7
SE,2023-09-14,1232.06
AE,2023-09-14,27.75
GB,2023-09-14,1211.8
US,2023-09-14,1445.46
AU,2023-09-15,72.79
AT,2023-09-15,14.11
CA,2023-09-15,75.82
DK,2023-09-15,206.28
FI,2023-09-15,33.93
FR,2023-09-15,253.88
DE,2023-09-15,638.0
GR,2023-09-15,4.26
HK,2023-09-15,31.58
IE,2023-09-15,122.96
IT,2023-09-15,21.39
NL,2023-09-15,196.77
SG,2023-09-15,5.94
ES,2023-09-15,28.67
SE,2023-09-15,719.53
AE,2023-09-15,10.08
GB,2023-09-15,455.91
US,2023-09-15,1632.14
AU,2023-09-16,181.98
AT,2023-09-16,5.94
CA,2023-09-16,89.7
DK,2023-09-16,171.34
FI,2023-09-16,13.1
FR,2023-09-16,808.0
DE,2023-09-16,480.32
GR,2023-09-16,0.11
HK,2023-09-16,19.6
IE,2023-09-16,5.38
IT,2023-09-16,5.82
NL,2023-09-16,88.58
SG,2023-09-16,92.84
ES,2023-09-16,1.01
SE,2023-09-16,800.39
AE,2023-09-16,34.04
GB,2023-09-16,589.29
US,2023-09-16,2684.05
AU,2023-09-17,172.0
AT,2023-09-17,29.8
CA,2023-09-17,212.18
DK,2023-09-17,42.19
FI,2023-09-17,18.97
FR,2023-09-17,275.69
DE,2023-09-17,317.77
GR,2023-09-17,2.68
HK,2023-09-17,5.02
IE,2023-09-17,35.27
IT,2023-09-17,29.69
NL,2023-09-17,605.4
SG,2023-09-17,172.0
ES,2023-09-17,61.28
SE,2023-09-17,1292.39
AE,2023-09-17,9.82
GB,2023-09-17,1733.72
US,2023-09-17,2208.2
AU,2023-09-11,1112.95
AT,2023-09-11,281.76
BE,2023-09-11,604.32
CA,2023-09-11,1000.74
HR,2023-09-11,75.62
DK,2023-09-11,727.41
FI,2023-09-11,522.27
FR,2023-09-11,1572.24
DE,2023-09-11,1653.85
GR,2023-09-11,215.67
HK,2023-09-11,560.86
IE,2023-09-11,338.31
IT,2023-09-11,173.42
LU,2023-09-11,57.55
NL,2023-09-11,759.45
NZ,2023-09-11,69.41
NO,2023-09-11,695.03
PT,2023-09-11,167.44
SG,2023-09-11,502.2
ES,2023-09-11,333.54
SE,2023-09-11,5132.42
CH,2023-09-11,707.78
AE,2023-09-11,519.5
GB,2023-09-11,3369.13
US,2023-09-11,16025.43
AU,2023-09-12,1702.89
AT,2023-09-12,296.71
BE,2023-09-12,563.56
CA,2023-09-12,990.26
HR,2023-09-12,46.07
DK,2023-09-12,744.38
FI,2023-09-12,496.07
FR,2023-09-12,1268.54
DE,2023-09-12,1647.06
GR,2023-09-12,193.37
HK,2023-09-12,819.64
IE,2023-09-12,353.65
IT,2023-09-12,132.87
LU,2023-09-12,57.94
NL,2023-09-12,978.38
NZ,2023-09-12,98.79
NO,2023-09-12,750.49
PT,2023-09-12,142.19
SG,2023-09-12,817.42
ES,2023-09-12,368.86
SE,2023-09-12,5191.49
CH,2023-09-12,692.66
AE,2023-09-12,486.53
GB,2023-09-12,3756.56
US,2023-09-12,20021.91
AU,2023-09-13,1395.94
AT,2023-09-13,274.18
BE,2023-09-13,575.3
CA,2023-09-13,848.14
HR,2023-09-13,47.31
DK,2023-09-13,636.85
FI,2023-09-13,510.29
FR,2023-09-13,1333.27
DE,2023-09-13,1780.32
GR,2023-09-13,165.64
HK,2023-09-13,580.64
IE,2023-09-13,364.68
IT,2023-09-13,205.05
LU,2023-09-13,50.98
NL,2023-09-13,1042.28
NZ,2023-09-13,80.26
NO,2023-09-13,626.06
PT,2023-09-13,125.01
SG,2023-09-13,715.67
ES,2023-09-13,451.4
SE,2023-09-13,4178.8
CH,2023-09-13,772.11
AE,2023-09-13,395.18
GB,2023-09-13,3906.73
US,2023-09-13,17960.18
AU,2023-09-14,925.78
AT,2023-09-14,150.85
BE,2023-09-14,363.46
CA,2023-09-14,521.81
HR,2023-09-14,30.33
DK,2023-09-14,370.74
FI,2023-09-14,277.07
FR,2023-09-14,871.73
DE,2023-09-14,1284.88
GR,2023-09-14,119.62
HK,2023-09-14,381.59
IE,2023-09-14,215.86
IT,2023-09-14,157.45
LU,2023-09-14,33.24
NL,2023-09-14,699.73
NZ,2023-09-14,89.86
NO,2023-09-14,372.86
PT,2023-09-14,84.38
SG,2023-09-14,418.41
ES,2023-09-14,295.2
SE,2023-09-14,2779.13
CH,2023-09-14,559.18
AE,2023-09-14,237.24
GB,2023-09-14,2877.27
US,2023-09-14,18098.84
AU,2023-09-15,821.78
AT,2023-09-15,161.49
BE,2023-09-15,292.96
CA,2023-09-15,473.6
HR,2023-09-15,28.45
DK,2023-09-15,310.77
FI,2023-09-15,216.48
FR,2023-09-15,728.27
DE,2023-09-15,1155.17
GR,2023-09-15,96.42
HK,2023-09-15,316.59
IE,2023-09-15,197.77
IT,2023-09-15,142.34
LU,2023-09-15,37.4
NL,2023-09-15,743.05
NZ,2023-09-15,95.08
NO,2023-09-15,298.34
PT,2023-09-15,68.43
SG,2023-09-15,370.24
ES,2023-09-15,272.25
SE,2023-09-15,2410.35
CH,2023-09-15,618.63
AE,2023-09-15,288.71
GB,2023-09-15,2607.01
US,2023-09-15,13905.97
AU,2023-09-16,814.16
AT,2023-09-16,173.36
BE,2023-09-16,293.97
CA,2023-09-16,454.79
HR,2023-09-16,30.69
DK,2023-09-16,389.61
FI,2023-09-16,250.3
FR,2023-09-16,871.84
DE,2023-09-16,1147.33
GR,2023-09-16,102.81
HK,2023-09-16,322.53
IE,2023-09-16,231.15
IT,2023-09-16,127.0
LU,2023-09-16,38.75
NL,2023-09-16,695.46
NZ,2023-09-16,71.34
NO,2023-09-16,480.66
PT,2023-09-16,85.78
SG,2023-09-16,455.57
ES,2023-09-16,309.99
SE,2023-09-16,2818.55
CH,2023-09-16,690.42
AE,2023-09-16,345.15
GB,2023-09-16,2600.62
US,2023-09-16,12838.6
AU,2023-09-17,974.85
AT,2023-09-17,201.69
BE,2023-09-17,375.36
CA,2023-09-17,410.63
HR,2023-09-17,30.25
DK,2023-09-17,474.81
FI,2023-09-17,314.2
FR,2023-09-17,1020.16
DE,2023-09-17,1501.78
GR,2023-09-17,100.34
HK,2023-09-17,306.61
IE,2023-09-17,231.82
IT,2023-09-17,145.43
LU,2023-09-17,34.49
NL,2023-09-17,745.59
NZ,2023-09-17,92.64
NO,2023-09-17,491.22
PT,2023-09-17,90.52
SG,2023-09-17,381.95
ES,2023-09-17,327.7
SE,2023-09-17,2819.18
CH,2023-09-17,808.43
AE,2023-09-17,319.55
GB,2023-09-17,3005.8
US,2023-09-17,14262.08
AT,2023-09-18,0.4457764
CA,2023-09-18,150.3380909
DK,2023-09-18,193.6898458
FI,2023-09-18,81.9114135
FR,2023-09-18,140.9767865
DE,2023-09-18,290.9805451
GR,2023-09-18,0.1114441
HK,2023-09-18,0.0
IE,2023-09-18,90.1582769
IT,2023-09-18,96.3991465
NL,2023-09-18,194.8042868
SG,2023-09-18,102.9743484
ES,2023-09-18,9.9185249
SE,2023-09-18,1380.458067
AE,2023-09-18,0.0
GB,2023-09-18,1606.466702
US,2023-09-18,2526.772079
AU,2023-09-19,351.7272672
AT,2023-09-19,5.57943
CA,2023-09-19,120.7388652
DK,2023-09-19,243.821091
FI,2023-09-19,32.2491054
FR,2023-09-19,145.5115344
DE,2023-09-19,904.425603
GR,2023-09-19,5.2446642
HK,2023-09-19,13.948575
IE,2023-09-19,159.6832866
IT,2023-09-19,123.305403
NL,2023-09-19,32.0259282
SG,2023-09-19,40.5066618
ES,2023-09-19,12.6095118
SE,2023-09-19,797.7469014
AE,2023-09-19,7.811202
GB,2023-09-19,1281.929837
US,2023-09-19,2412.657121
AU,2023-09-20,165.852545
AT,2023-09-20,0.111535
CA,2023-09-20,39.817995
DK,2023-09-20,117.11175
FI,2023-09-20,10.372755
FR,2023-09-20,108.63509
DE,2023-09-20,526.779805
GR,2023-09-20,0.22307
HK,2023-09-20,0.0
IE,2023-09-20,0.334605
IT,2023-09-20,68.70556
NL,2023-09-20,339.73561
SG,2023-09-20,99.823825
ES,2023-09-20,34.018175
SE,2023-09-20,953.62425
AE,2023-09-20,58.778945
GB,2023-09-20,1303.063405
US,2023-09-20,2048.22874
AU,2023-09-21,198.4406496
AT,2023-09-21,8.0448912
CA,2023-09-21,60.1132148
DK,2023-09-21,172.4064878
FI,2023-09-21,30.0566074
FR,2023-09-21,140.8973306
DE,2023-09-21,502.6939654
GR,2023-09-21,1.5642844
HK,2023-09-21,11.0617254
IE,2023-09-21,186.8202512
IT,2023-09-21,69.6106558
NL,2023-09-21,135.6458044
SG,2023-09-21,17.0953938
ES,2023-09-21,9.497441
SE,2023-09-21,1184.38676
AE,2023-09-21,29.1627306
GB,2023-09-21,1713.785295
US,2023-09-21,2516.9336
AU,2023-09-22,41.317899
AT,2023-09-22,0.111369
CA,2023-09-22,192.445632
DK,2023-09-22,318.849447
FI,2023-09-22,4.788867
FR,2023-09-22,254.144058
DE,2023-09-22,690.4878
GR,2023-09-22,0.334107
HK,2023-09-22,5.791188
IE,2023-09-22,0.111369
IT,2023-09-22,56.909559
NL,2023-09-22,53.45712
SG,2023-09-22,46.329504
ES,2023-09-22,4.900236
SE,2023-09-22,1552.149753
AE,2023-09-22,23.053383
GB,2023-09-22,906.098184
US,2023-09-22,1371.063759
AU,2023-09-23,86.199606
AT,2023-09-23,1.781904
CA,2023-09-23,84.974547
DK,2023-09-23,30.292368
FI,2023-09-23,3.34107
FR,2023-09-23,213.383004
DE,2023-09-23,312.278676
GR,2023-09-23,16.371243
HK,2023-09-23,0.111369
IE,2023-09-23,73.837647
IT,2023-09-23,60.807474
NL,2023-09-23,75.396813
SG,2023-09-23,16.259874
ES,2023-09-23,52.009323
SE,2023-09-23,788.826627
AE,2023-09-23,88.092879
GB,2023-09-23,866.784927
US,2023-09-23,1493.792397
AU,2023-09-24,84.4360935
CA,2023-09-24,49.838432
DK,2023-09-24,97.3406875
FI,2023-09-24,59.5168775
FR,2023-09-24,197.573784
DE,2023-09-24,534.205693
GR,2023-09-24,2.447423
HK,2023-09-24,1.8911905
IE,2023-09-24,100.9005755
IT,2023-09-24,102.124287
NL,2023-09-24,383.9116715
SG,2023-09-24,17.79944
ES,2023-09-24,1.779944
SE,2023-09-24,1278.333532
AE,2023-09-24,45.7223115
GB,2023-09-24,1484.02831
US,2023-09-24,2503.268743
AU,2023-09-18,851.9901445
AT,2023-09-18,151.3410878
BE,2023-09-18,279.0560264
CA,2023-09-18,382.253263
HR,2023-09-18,22.0659318
DK,2023-09-18,340.4617255
FI,2023-09-18,261.6707468
FR,2023-09-18,899.5767752
DE,2023-09-18,1235.357849
GR,2023-09-18,83.0258545
HK,2023-09-18,274.5982624
IE,2023-09-18,184.1056532
IT,2023-09-18,127.1577181
LU,2023-09-18,27.3038045
NL,2023-09-18,558.5578292
NZ,2023-09-18,71.2127799
NO,2023-09-18,349.8230299
PT,2023-09-18,54.9419413
SG,2023-09-18,406.5480768
ES,2023-09-18,232.1380603
SE,2023-09-18,2771.726211
CH,2023-09-18,546.7447546
AE,2023-09-18,217.9846596
GB,2023-09-18,2396.159594
US,2023-09-18,12628.39964
AU,2023-09-19,657.5916198
AT,2023-09-19,200.9710686
BE,2023-09-19,390.8948658
CA,2023-09-19,338.113458
HR,2023-09-19,42.403668
CZ,2023-09-19,19.1932392
DK,2023-09-19,469.4532402
EE,2023-09-19,7.1416704
FO,2023-09-19,0.1115886
FI,2023-09-19,503.1529974
FR,2023-09-19,1452.102452
DE,2023-09-19,1327.011631
GI,2023-09-19,0.1115886
GR,2023-09-19,128.6616558
GG,2023-09-19,0.4463544
HK,2023-09-19,189.2542656
HU,2023-09-19,11.2704486
IS,2023-09-19,6.3605502
IE,2023-09-19,196.8422904
IM,2023-09-19,0.0
IT,2023-09-19,237.4605408
JE,2023-09-19,1.5622404
LV,2023-09-19,15.064461
LI,2023-09-19,0.2231772
LT,2023-09-19,15.8455812
LU,2023-09-19,37.8285354
MT,2023-09-19,1.0042974
MC,2023-09-19,2.789715
NL,2023-09-19,256.9885458
NZ,2023-09-19,48.0946866
NO,2023-09-19,393.2382264
PL,2023-09-19,36.0431178
PT,2023-09-19,74.8759506
SM,2023-09-19,0.0
RS,2023-09-19,4.2403668
SG,2023-09-19,223.9583202
SK,2023-09-19,8.927088
SI,2023-09-19,10.8240942
ES,2023-09-19,266.2503996
SE,2023-09-19,3810.415924
CH,2023-09-19,250.4048184
AE,2023-09-19,171.1769124
GB,2023-09-19,2315.46345
US,2023-09-19,12815.50436
AU,2023-09-20,748.065245
AT,2023-09-20,209.574265
BH,2023-09-20,9.257405
BE,2023-09-20,496.55382
CA,2023-09-20,393.49548
HR,2023-09-20,113.208025
CZ,2023-09-20,134.51121
DK,2023-09-20,478.48515
EE,2023-09-20,39.03725
FO,2023-09-20,1.78456
FI,2023-09-20,336.278025
FR,2023-09-20,1735.149995
DE,2023-09-20,1856.61161
GI,2023-09-20,0.44614
GR,2023-09-20,319.770845
GG,2023-09-20,0.66921
HK,2023-09-20,155.145185
HU,2023-09-20,25.318445
IS,2023-09-20,28.664495
IE,2023-09-20,166.41022
IM,2023-09-20,2.45377
IL,2023-09-20,13.049595
IT,2023-09-20,621.02688
JP,2023-09-20,3.56912
JE,2023-09-20,4.126795
KR,2023-09-20,2.342235
KW,2023-09-20,31.45287
LV,2023-09-20,60.563505
LI,2023-09-20,0.557675
LT,2023-09-20,80.3052
LU,2023-09-20,34.687385
MT,2023-09-20,10.372755
MC,2023-09-20,9.480475
ME,2023-09-20,0.0
NL,2023-09-20,665.41781
NZ,2023-09-20,151.91067
NO,2023-09-20,442.905485
PL,2023-09-20,223.73921
PT,2023-09-20,202.882165
QA,2023-09-20,16.95332
SM,2023-09-20,0.111535
RS,2023-09-20,10.26122
SG,2023-09-20,180.575165
SK,2023-09-20,53.09066
SI,2023-09-20,49.410005
ES,2023-09-20,660.95641
SE,2023-09-20,4194.16214
CH,2023-09-20,424.836815
TW,2023-09-20,0.557675
TR,2023-09-20,50.19075
AE,2023-09-20,149.01076
GB,2023-09-20,3414.08635
US,2023-09-20,12713.42851
AU,2023-09-21,798.1202478
AT,2023-09-21,229.614603
BH,2023-09-21,2.1229574
BE,2023-09-21,646.7198648
CA,2023-09-21,488.0567328
HR,2023-09-21,226.1508304
CZ,2023-09-21,271.515078
DK,2023-09-21,606.6071434
EE,2023-09-21,72.62749
FO,2023-09-21,1.2290806
FI,2023-09-21,926.5033032
FR,2023-09-21,1523.501271
DE,2023-09-21,1919.823897
GI,2023-09-21,0.7821422
GR,2023-09-21,491.5205054
GG,2023-09-21,1.0056114
HK,2023-09-21,130.2825436
HU,2023-09-21,78.6611584
IS,2023-09-21,56.6494422
IE,2023-09-21,275.5375236
IM,2023-09-21,5.028057
IL,2023-09-21,60.6718878
IT,2023-09-21,674.5417802
JP,2023-09-21,44.0234324
JE,2023-09-21,4.6928532
KR,2023-09-21,43.2412902
KW,2023-09-21,27.374977
LV,2023-09-21,96.650429
LI,2023-09-21,0.7821422
LT,2023-09-21,194.1947348
LU,2023-09-21,36.9841526
MT,2023-09-21,17.6540668
MC,2023-09-21,8.380095
ME,2023-09-21,0.7821422
NL,2023-09-21,1014.773637
NZ,2023-09-21,281.7946612
NO,2023-09-21,800.9136128
PL,2023-09-21,384.8139624
PT,2023-09-21,284.364557
QA,2023-09-21,12.290806
SM,2023-09-21,0.1117346
RS,2023-09-21,20.5591664
SG,2023-09-21,150.6182408
SK,2023-09-21,51.5096506
SI,2023-09-21,73.6331014
ES,2023-09-21,624.7081486
SE,2023-09-21,5196.329308
CH,2023-09-21,490.2914248
TW,2023-09-21,32.1795648
TR,2023-09-21,53.4091388
AE,2023-09-21,114.1927612
GB,2023-09-21,2818.058347
US,2023-09-21,12079.62761
AU,2023-09-22,1081.949835
AT,2023-09-22,243.564003
BH,2023-09-22,4.232022
BE,2023-09-22,662.200074
CA,2023-09-22,610.636227
HR,2023-09-22,240.334302
CZ,2023-09-22,253.587213
DK,2023-09-22,743.053968
EE,2023-09-22,55.127655
FO,2023-09-22,0.334107
FI,2023-09-22,627.452946
FR,2023-09-22,1676.883033
DE,2023-09-22,2219.58417
GI,2023-09-22,1.225059
GR,2023-09-22,501.494607
GG,2023-09-22,1.781904
HK,2023-09-22,134.199645
HU,2023-09-22,57.355035
IS,2023-09-22,47.109087
IE,2023-09-22,339.786819
IM,2023-09-22,2.004642
IL,2023-09-22,69.605625
IT,2023-09-22,720.780168
JP,2023-09-22,45.884028
JE,2023-09-22,7.350354
KR,2023-09-22,52.454799
KW,2023-09-22,76.510503
LV,2023-09-22,63.257592
LI,2023-09-22,0.779583
LT,2023-09-22,123.61959
LU,2023-09-22,33.522069
MT,2023-09-22,18.153147
MC,2023-09-22,6.348033
ME,2023-09-22,1.336428
NL,2023-09-22,1055.444013
NZ,2023-09-22,320.297244
NO,2023-09-22,721.448382
PL,2023-09-22,303.591894
PT,2023-09-22,318.626709
QA,2023-09-22,44.658969
SM,2023-09-22,0.111369
RS,2023-09-22,21.716955
SG,2023-09-22,182.199684
SK,2023-09-22,53.679858
SI,2023-09-22,69.716994
ES,2023-09-22,562.636188
SE,2023-09-22,5274.324471
CH,2023-09-22,577.002789
TW,2023-09-22,38.645043
TR,2023-09-22,77.067348
AE,2023-09-22,131.972265
GB,2023-09-22,3697.4508
US,2023-09-22,12149.80106
AU,2023-09-23,977.374344
AT,2023-09-23,323.192838
BH,2023-09-23,2.561487
BE,2023-09-23,668.548107
CA,2023-09-23,519.981861
HR,2023-09-23,198.23682
CZ,2023-09-23,273.299526
DK,2023-09-23,759.202473
EE,2023-09-23,78.181038
FO,2023-09-23,1.559166
FI,2023-09-23,613.531821
FR,2023-09-23,1625.096448
DE,2023-09-23,2152.428663
GI,2023-09-23,1.11369
GR,2023-09-23,375.536268
GG,2023-09-23,2.561487
HK,2023-09-23,116.603343
HU,2023-09-23,95.331864
IS,2023-09-23,60.918843
IE,2023-09-23,294.682374
IM,2023-09-23,2.672856
IL,2023-09-23,95.220495
IT,2023-09-23,634.8033
JP,2023-09-23,28.510464
JE,2023-09-23,7.461723
KR,2023-09-23,26.72856
KW,2023-09-23,84.194964
LV,2023-09-23,74.951337
LI,2023-09-23,0.556845
LT,2023-09-23,113.819118
LU,2023-09-23,42.654327
MT,2023-09-23,18.93273
MC,2023-09-23,8.575413
ME,2023-09-23,1.670535
NL,2023-09-23,1125.829221
NZ,2023-09-23,318.51534
NO,2023-09-23,701.401962
PL,2023-09-23,343.907472
PT,2023-09-23,242.561682
QA,2023-09-23,39.981471
SM,2023-09-23,0.334107
RS,2023-09-23,23.164752
SG,2023-09-23,166.830762
SK,2023-09-23,77.9583
SI,2023-09-23,83.304012
ES,2023-09-23,577.671003
SE,2023-09-23,5259.512394
CH,2023-09-23,662.64555
TW,2023-09-23,35.860818
TR,2023-09-23,77.401455
AE,2023-09-23,176.074389
GB,2023-09-23,3409.561935
US,2023-09-23,11666.7937
AU,2023-09-24,877.512392
AT,2023-09-24,322.9485895
BH,2023-09-24,3.2261485
BE,2023-09-24,646.6759045
CA,2023-09-24,496.0481435
HR,2023-09-24,173.6557865
CZ,2023-09-24,263.654205
DK,2023-09-24,648.6783415
EE,2023-09-24,40.8274655
FO,2023-09-24,1.779944
FI,2023-09-24,557.6787045
FR,2023-09-24,1641.887094
DE,2023-09-24,2350.527299
GI,2023-09-24,0.889972
GR,2023-09-24,381.797988
GG,2023-09-24,3.0036555
HK,2023-09-24,109.689049
HU,2023-09-24,61.9643005
IS,2023-09-24,46.8347765
IE,2023-09-24,280.118687
IM,2023-09-24,3.559888
IL,2023-09-24,135.1644975
IT,2023-09-24,539.2117855
JP,2023-09-24,33.596443
JE,2023-09-24,16.7982215
KR,2023-09-24,24.251737
KW,2023-09-24,64.8567095
LV,2023-09-24,52.285855
LI,2023-09-24,0.889972
LT,2023-09-24,93.44706
LU,2023-09-24,46.056051
MT,2023-09-24,21.804314
MC,2023-09-24,11.569636
ME,2023-09-24,1.8911905
NL,2023-09-24,967.399564
NZ,2023-09-24,244.074821
NO,2023-09-24,658.2455405
PL,2023-09-24,322.392357
PT,2023-09-24,228.945297
QA,2023-09-24,38.268796
SM,2023-09-24,0.222493
RS,2023-09-24,20.02437
SG,2023-09-24,170.9858705
SK,2023-09-24,72.310225
SI,2023-09-24,75.870113
ES,2023-09-24,609.185834
SE,2023-09-24,4905.748157
CH,2023-09-24,686.5021515
TW,2023-09-24,23.0280255
TR,2023-09-24,89.219693
AE,2023-09-24,210.3671315
GB,2023-09-24,3431.620786
US,2023-09-24,11117.53022
AT,2023-09-25,31.538613
CA,2023-09-25,133.0154836
DK,2023-09-25,51.1257516
FI,2023-09-25,51.6790606
FR,2023-09-25,365.6265872
DE,2023-09-25,599.8976178
GR,2023-09-25,0.3319854
HK,2023-09-25,40.0595716
IE,2023-09-25,254.1901546
IT,2023-09-25,32.2025838
NL,2023-09-25,93.8412064
SG,2023-09-25,71.1555374
ES,2023-09-25,37.9569974
SE,2023-09-25,1214.291931
AE,2023-09-25,0.0
GB,2023-09-25,1593.52992
US,2023-09-25,2516.449332
AU,2023-09-26,47.1067928
AT,2023-09-26,25.314398
CA,2023-09-26,137.9084378
DK,2023-09-26,58.5533032
FI,2023-09-26,10.2358218
FR,2023-09-26,232.4522112
DE,2023-09-26,513.2219038
GR,2023-09-26,1.7610016
HK,2023-09-26,5.7232552
IE,2023-09-26,12.3270112
IT,2023-09-26,18.160329
NL,2023-09-26,495.9420756
SG,2023-09-26,24.6540224
ES,2023-09-26,49.7482952
SE,2023-09-26,1343.314033
AE,2023-09-26,23.9936468
GB,2023-09-26,821.8374342
US,2023-09-26,2955.951248
AU,2023-09-27,19.1425884
AT,2023-09-27,1.2171588
CA,2023-09-27,63.2922576
DK,2023-09-27,224.1785208
FI,2023-09-27,41.2727484
FR,2023-09-27,205.810488
DE,2023-09-27,369.4630212
GR,2023-09-27,0.0
HK,2023-09-27,28.4372556
IE,2023-09-27,34.0804464
IT,2023-09-27,7.745556
NL,2023-09-27,186.5572488
SG,2023-09-27,10.511826
ES,2023-09-27,19.1425884
SE,2023-09-27,1244.932151
AE,2023-09-27,2.1023652
GB,2023-09-27,1639.0703
US,2023-09-27,2728.538077
AU,2023-09-28,112.757352
AT,2023-09-28,0.218522
CA,2023-09-28,16.498411
DK,2023-09-28,59.437984
FI,2023-09-28,3.714874
FR,2023-09-28,204.536592
DE,2023-09-28,325.160736
GR,2023-09-28,42.61179
HK,2023-09-28,9.287185
IE,2023-09-28,0.0
IT,2023-09-28,55.176805
NL,2023-09-28,86.425451
SG,2023-09-28,0.109261
ES,2023-09-28,36.820957
SE,2023-09-28,779.795757
AE,2023-09-28,5.353789
GB,2023-09-28,864.363771
US,2023-09-28,2169.377155
AU,2023-09-29,95.875844
AT,2023-09-29,15.724512
CA,2023-09-29,98.82419
DK,2023-09-29,61.260078
FI,2023-09-29,1.747168
FR,2023-09-29,174.935196
DE,2023-09-29,198.849558
GR,2023-09-29,1.09198
HK,2023-09-29,47.391932
IE,2023-09-29,90.525142
IT,2023-09-29,26.098322
NL,2023-09-29,122.956948
SG,2023-09-29,0.0
ES,2023-09-29,3.712732
SE,2023-09-29,1298.036626
AE,2023-09-29,40.840052
GB,2023-09-29,918.35518
US,2023-09-29,2039.054254
AU,2023-09-30,93.145894
AT,2023-09-30,2.402356
CA,2023-09-30,21.8396
DK,2023-09-30,5.896692
FI,2023-09-30,0.0
FR,2023-09-30,349.870392
DE,2023-09-30,531.029874
GR,2023-09-30,0.54599
HK,2023-09-30,13.10376
IE,2023-09-30,109.525594
IT,2023-09-30,58.093336
NL,2023-09-30,408.94651
SG,2023-09-30,25.879926
ES,2023-09-30,47.719526
SE,2023-09-30,1401.01034
AE,2023-09-30,118.698226
GB,2023-09-30,1363.446228
US,2023-09-30,1641.355138
AU,2023-10-01,329.419651
AT,2023-10-01,33.5540255
CA,2023-10-01,215.2048085
DK,2023-10-01,151.703542
FI,2023-10-01,15.30151
FR,2023-10-01,498.173447
DE,2023-10-01,465.165904
GR,2023-10-01,27.761311
HK,2023-10-01,56.615587
IE,2023-10-01,30.60302
IT,2023-10-01,147.2223855
NL,2023-10-01,345.2676435
SG,2023-10-01,102.73871
ES,2023-10-01,46.123123
SE,2023-10-01,1146.520285
AE,2023-10-01,219.467372
GB,2023-10-01,1224.885875
US,2023-10-01,2846.518046
AU,2023-09-25,924.4686772
AT,2023-09-25,268.6868504
BH,2023-09-25,4.979781
BE,2023-09-25,517.6759004
CA,2023-09-25,541.3575256
HR,2023-09-25,140.540486
CZ,2023-09-25,263.2644222
DK,2023-09-25,581.3064354
EE,2023-09-25,41.1661896
FO,2023-09-25,2.213236
FI,2023-09-25,397.9398328
FR,2023-09-25,1645.540966
DE,2023-09-25,2996.610882
GI,2023-09-25,0.7746326
GR,2023-09-25,313.726203
GG,2023-09-25,3.4305158
HK,2023-09-25,112.5430506
HU,2023-09-25,56.437518
IS,2023-09-25,57.544136
IE,2023-09-25,257.7313322
IM,2023-09-25,1.9919124
IL,2023-09-25,71.7088464
IT,2023-09-25,521.4384016
JP,2023-09-25,28.772068
JE,2023-09-25,9.0742676
KR,2023-09-25,28.9933916
KW,2023-09-25,54.6669292
LV,2023-09-25,41.9408222
LI,2023-09-25,1.106618
LT,2023-09-25,109.3338584
LU,2023-09-25,45.8139852
MT,2023-09-25,17.152579
MC,2023-09-25,12.3941216
ME,2023-09-25,1.8812506
NL,2023-09-25,1672.985092
NZ,2023-09-25,186.3544712
NO,2023-09-25,575.994669
PL,2023-09-25,332.6493708
PT,2023-09-25,262.9324368
QA,2023-09-25,29.4360388
SM,2023-09-25,0.1106618
RS,2023-09-25,25.1202286
SG,2023-09-25,116.5268754
SK,2023-09-25,63.9625204
SI,2023-09-25,62.0812698
ES,2023-09-25,731.6958216
SE,2023-09-25,6660.844404
CH,2023-09-25,856.522332
TW,2023-09-25,21.1364038
TR,2023-09-25,95.722457
AE,2023-09-25,164.9967438
GB,2023-09-25,5465.032993
US,2023-09-25,13692.07385
AU,2023-09-26,1277.936849
AT,2023-09-26,418.6781304
BH,2023-09-26,19.5911428
BE,2023-09-26,905.0447598
CA,2023-09-26,1097.874435
