Market,Date,Total Spend,Ad Spend,FB Spend
PL,2024-01-28,319.66,95.9,223.76
PT,2024-01-28,211.29,63.39,147.91
QA,2024-01-28,22.3,6.69,15.61
RO,2024-01-28,165.01,49.5,115.51
,2024-01-28,0.84,0.25,0.59
SM,2024-01-28,0.21,0.06,0.15
SA,2024-01-28,0.1,0.03,0.07
RS,2024-01-28,33.09,9.93,23.16
SG,2024-01-28,198.1,59.43,138.67
SK,2024-01-28,80.31,24.09,56.22
SI,2024-01-28,50.99,15.3,35.69
ZA,2024-01-28,10.78,3.24,7.55
ES,2024-01-28,639.74,191.92,447.82
SJ,2024-01-28,0.94,0.28,0.66
SE,2024-01-28,3193.48,958.04,2235.43
CH,2024-01-28,212.44,63.73,148.71
TW,2024-01-28,150.36,45.11,105.25
TR,2024-01-28,231.08,69.32,161.76
,2024-01-28,2.41,0.72,1.69
AE,2024-01-28,148.99,44.7,104.3
GB,2024-01-28,1399.79,419.94,979.85
US,2024-01-28,1495.38,448.62,1046.77
AT,2023-09-04,18.05,5.41,12.63
CA,2023-09-04,244.82,73.45,171.37
DK,2023-09-04,16.39,4.92,11.48
FR,2023-09-04,176.93,53.08,123.85
DE,2023-09-04,451.68,135.5,316.17
GR,2023-09-04,7.48,2.24,5.24
HK,2023-09-04,24.98,7.49,17.48
IE,2023-09-04,0.0,0.0,0.0
IT,2023-09-04,60.52,18.16,42.36
NL,2023-09-04,273.76,82.13,191.63
SG,2023-09-04,19.7,5.91,13.79
ES,2023-09-04,45.77,13.73,32.04
SE,2023-09-04,1000.4,300.12,700.28
AE,2023-09-04,23.33,7.0,16.33
GB,2023-09-04,1257.76,377.33,880.44
US,2023-09-04,1550.34,465.1,1085.24
AU,2023-09-05,26.08,7.82,18.26
AT,2023-09-05,0.55,0.17,0.39
CA,2023-09-05,205.65,61.69,143.95
DK,2023-09-05,199.99,60.0,139.99
FI,2023-09-05,19.42,5.83,13.6
FR,2023-09-05,334.16,100.25,233.92
DE,2023-09-05,598.52,179.56,418.97
GR,2023-09-05,0.22,0.07,0.16
HK,2023-09-05,14.65,4.39,10.25
IE,2023-09-05,49.94,14.98,34.96
IT,2023-09-05,64.92,19.48,45.45
NL,2023-09-05,54.49,16.35,38.14
SG,2023-09-05,0.11,0.03,0.08
ES,2023-09-05,0.89,0.27,0.62
SE,2023-09-05,684.31,205.29,479.02
AE,2023-09-05,20.98,6.29,14.68
GB,2023-09-05,2793.17,837.95,1955.22
US,2023-09-05,1547.74,464.32,1083.42
AU,2023-09-06,282.47,84.74,197.73
AT,2023-09-06,61.56,18.47,43.09
CA,2023-09-06,114.01,34.2,79.81
DK,2023-09-06,139.79,41.94,97.85
FI,2023-09-06,4.78,1.43,3.34
FR,2023-09-06,396.71,119.01,277.69
DE,2023-09-06,467.16,140.15,327.01
GR,2023-09-06,9.56,2.87,6.69
HK,2023-09-06,15.33,4.6,10.73
IE,2023-09-06,139.9,41.97,97.93
IT,2023-09-06,215.47,64.64,150.83
NL,2023-09-06,374.7,112.41,262.29
SG,2023-09-06,37.89,11.37,26.52
ES,2023-09-06,7.0,2.1,4.9
SE,2023-09-06,1029.55,308.86,720.68
AE,2023-09-06,57.01,17.1,39.9
GB,2023-09-06,1996.75,599.03,1397.73
US,2023-09-06,1667.06,500.12,1166.94
AU,2023-09-07,419.6,125.88,293.72
AT,2023-09-07,13.7,4.11,9.59
CA,2023-09-07,84.68,25.4,59.27
DK,2023-09-07,22.39,6.72,15.68
FI,2023-09-07,9.47,2.84,6.63
FR,2023-09-07,652.12,195.64,456.49
DE,2023-09-07,529.01,158.7,370.31
GR,2023-09-07,0.0,0.0,0.0
HK,2023-09-07,0.22,0.07,0.16
IE,2023-09-07,16.6,4.98,11.62
IT,2023-09-07,122.67,36.8,85.87
NL,2023-09-07,90.69,27.21,63.49
SG,2023-09-07,36.43,10.93,25.5
ES,2023-09-07,8.8,2.64,6.16
SE,2023-09-07,1341.79,402.54,939.26
AE,2023-09-07,147.85,44.36,103.5
GB,2023-09-07,1959.05,587.71,1371.33
US,2023-09-07,1436.05,430.82,1005.24
AU,2023-09-08,60.53,18.16,42.37
AT,2023-09-08,3.0,0.9,2.1
CA,2023-09-08,155.22,46.57,108.66
DK,2023-09-08,162.23,48.67,113.56
FI,2023-09-08,22.25,6.68,15.58
FR,2023-09-08,150.77,45.23,105.54
DE,2023-09-08,1280.41,384.12,896.28
HK,2023-09-08,25.82,7.74,18.07
IE,2023-09-08,171.69,51.51,120.18
IT,2023-09-08,399.13,119.74,279.39
NL,2023-09-08,312.45,93.74,218.72
SG,2023-09-08,36.72,11.02,25.7
ES,2023-09-08,3.56,1.07,2.49
SE,2023-09-08,1042.06,312.62,729.44
AE,2023-09-08,0.67,0.2,0.47
GB,2023-09-08,2311.79,693.54,1618.25
US,2023-09-08,974.97,292.49,682.48
AU,2023-09-09,523.76,157.13,366.63
AT,2023-09-09,0.67,0.2,0.47
CA,2023-09-09,240.24,72.07,168.17
DK,2023-09-09,118.28,35.48,82.8
FI,2023-09-09,29.93,8.98,20.95
FR,2023-09-09,336.04,100.81,235.23
DE,2023-09-09,672.97,201.89,471.08
GR,2023-09-09,0.67,0.2,0.47
HK,2023-09-09,172.25,51.67,120.57
IE,2023-09-09,405.81,121.74,284.07
IT,2023-09-09,47.96,14.39,33.57
NL,2023-09-09,210.97,63.29,147.68
SG,2023-09-09,23.03,6.91,16.12
ES,2023-09-09,13.8,4.14,9.66
SE,2023-09-09,1448.76,434.63,1014.13
AE,2023-09-09,30.04,9.01,21.03
GB,2023-09-09,1525.98,457.8,1068.19
US,2023-09-09,1444.98,433.49,1011.48
AU,2023-09-10,38.06,11.42,26.65
AT,2023-09-10,5.99,1.8,4.19
CA,2023-09-10,109.98,32.99,76.98
DK,2023-09-10,211.41,63.42,147.99
FI,2023-09-10,5.22,1.56,3.65
FR,2023-09-10,178.67,53.6,125.07
DE,2023-09-10,869.82,260.95,608.88
GR,2023-09-10,0.0,0.0,0.0
HK,2023-09-10,27.85,8.36,19.5
IE,2023-09-10,76.24,22.87,53.37
IT,2023-09-10,67.69,20.31,47.39
NL,2023-09-10,366.0,109.8,256.2
SG,2023-09-10,2.55,0.77,1.79
ES,2023-09-10,6.77,2.03,4.74
SE,2023-09-10,1322.16,396.65,925.51
AE,2023-09-10,23.3,6.99,16.31
GB,2023-09-10,1926.86,578.06,1348.8
US,2023-09-10,1502.05,450.61,1051.43
AU,2023-09-04,575.35,172.61,402.75
AT,2023-09-04,129.95,38.98,90.96
BE,2023-09-04,351.0,105.3,245.7
CA,2023-09-04,307.21,92.16,215.04
HR,2023-09-04,46.1,13.83,32.27
DK,2023-09-04,355.84,106.75,249.09
FI,2023-09-04,217.42,65.23,152.19
FR,2023-09-04,680.98,204.29,476.69
DE,2023-09-04,2909.22,872.77,2036.45
GR,2023-09-04,161.31,48.39,112.91
HK,2023-09-04,232.72,69.81,162.9
IE,2023-09-04,147.11,44.13,102.98
IT,2023-09-04,136.77,41.03,95.74
LU,2023-09-04,20.69,6.21,14.48
NL,2023-09-04,551.37,165.41,385.96
NZ,2023-09-04,48.85,14.66,34.2
NO,2023-09-04,313.59,94.08,219.51
PT,2023-09-04,110.69,33.21,77.48
SG,2023-09-04,201.8,60.54,141.26
ES,2023-09-04,264.62,79.39,185.24
SE,2023-09-04,2146.37,643.91,1502.46
CH,2023-09-04,453.99,136.2,317.79
AE,2023-09-04,196.85,59.05,137.79
GB,2023-09-04,1884.5,565.35,1319.15
US,2023-09-04,1527.01,458.1,1068.91
AU,2023-09-05,1031.24,309.37,721.87
AT,2023-09-05,230.18,69.05,161.12
BH,2023-09-05,5.99,1.8,4.2
BE,2023-09-05,608.29,182.49,425.8
CA,2023-09-05,508.18,152.45,355.73
HR,2023-09-05,129.07,38.72,90.35
DK,2023-09-05,602.18,180.66,421.53
FI,2023-09-05,486.65,146.0,340.66
FR,2023-09-05,1078.4,323.52,754.88
DE,2023-09-05,1497.14,449.14,1048.0
GR,2023-09-05,518.5,155.55,362.95
HK,2023-09-05,364.68,109.41,255.28
IE,2023-09-05,263.03,78.91,184.12
IL,2023-09-05,12.32,3.7,8.62
IT,2023-09-05,475.89,142.77,333.12
JP,2023-09-05,8.66,2.6,6.06
KR,2023-09-05,11.54,3.46,8.08
LU,2023-09-05,38.07,11.42,26.65
NL,2023-09-05,741.02,222.31,518.72
NZ,2023-09-05,118.08,35.43,82.66
NO,2023-09-05,507.96,152.39,355.57
PT,2023-09-05,281.67,84.5,197.17
QA,2023-09-05,9.99,3.0,6.99
SG,2023-09-05,295.21,88.56,206.65
ZA,2023-09-05,13.32,4.0,9.32
ES,2023-09-05,716.49,214.95,501.55
SE,2023-09-05,3342.64,1002.79,2339.85
CH,2023-09-05,612.73,183.82,428.91
TW,2023-09-05,5.44,1.63,3.81
AE,2023-09-05,343.04,102.91,240.13
GB,2023-09-05,2364.68,709.4,1655.27
US,2023-09-05,3610.44,1083.13,2527.31
AU,2023-09-06,803.41,241.02,562.39
AT,2023-09-06,216.47,64.94,151.53
BH,2023-09-06,4.11,1.23,2.88
BE,2023-09-06,482.83,144.85,337.98
CA,2023-09-06,479.16,143.75,335.41
HR,2023-09-06,135.35,40.6,94.74
DK,2023-09-06,467.16,140.15,327.01
FI,2023-09-06,376.48,112.94,263.54
FR,2023-09-06,987.65,296.3,691.36
DE,2023-09-06,1329.24,398.77,930.47
GR,2023-09-06,601.17,180.35,420.82
HK,2023-09-06,301.14,90.34,210.8
IE,2023-09-06,238.13,71.44,166.69
IL,2023-09-06,11.67,3.5,8.17
IT,2023-09-06,470.6,141.18,329.42
JP,2023-09-06,10.22,3.07,7.16
KR,2023-09-06,18.78,5.63,13.15
LU,2023-09-06,41.23,12.37,28.86
NL,2023-09-06,529.94,158.98,370.96
,2023-09-06,0.0,0.0,0.0
NZ,2023-09-06,137.12,41.14,95.99
NO,2023-09-06,361.26,108.38,252.88
PT,2023-09-06,254.36,76.31,178.05
QA,2023-09-06,6.78,2.03,4.74
SG,2023-09-06,246.14,73.84,172.29
ZA,2023-09-06,50.56,15.17,35.39
ES,2023-09-06,705.85,211.75,494.09
SE,2023-09-06,2810.61,843.18,1967.43
CH,2023-09-06,489.38,146.81,342.57
TW,2023-09-06,6.89,2.07,4.82
AE,2023-09-06,358.04,107.41,250.63
GB,2023-09-06,1701.06,510.32,1190.74
US,2023-09-06,6530.1,1959.03,4571.07
AU,2023-09-07,627.5,188.25,439.25
AT,2023-09-07,151.53,45.46,106.07
BH,2023-09-07,2.01,0.6,1.4
BE,2023-09-07,342.72,102.82,239.9
CA,2023-09-07,382.38,114.71,267.67
HR,2023-09-07,110.97,33.29,77.68
DK,2023-09-07,471.96,141.59,330.37
FI,2023-09-07,294.81,88.44,206.37
FR,2023-09-07,662.6,198.78,463.82
DE,2023-09-07,1313.27,393.98,919.29
GR,2023-09-07,355.98,106.79,249.18
HK,2023-09-07,242.55,72.77,169.79
IE,2023-09-07,180.27,54.08,126.19
IL,2023-09-07,9.47,2.84,6.63
IT,2023-09-07,250.24,75.07,175.17
JP,2023-09-07,4.46,1.34,3.12
KR,2023-09-07,8.36,2.51,5.85
LU,2023-09-07,34.32,10.29,24.02
NL,2023-09-07,414.69,124.41,290.29
NZ,2023-09-07,100.16,30.05,70.11
NO,2023-09-07,396.87,119.06,277.81
PT,2023-09-07,209.46,62.84,146.62
QA,2023-09-07,5.24,1.57,3.67
SG,2023-09-07,233.75,70.13,163.63
ZA,2023-09-07,76.43,22.93,53.5
ES,2023-09-07,506.17,151.85,354.32
SE,2023-09-07,2929.04,878.71,2050.33
CH,2023-09-07,397.31,119.19,278.12
TW,2023-09-07,4.35,1.3,3.04
AE,2023-09-07,299.04,89.71,209.33
GB,2023-09-07,1930.75,579.22,1351.52
US,2023-09-07,3186.86,956.06,2230.8
AU,2023-09-08,2154.45,646.33,1508.11
AT,2023-09-08,519.97,155.99,363.98
BH,2023-09-08,1.56,0.47,1.09
BE,2023-09-08,917.1,275.13,641.97
CA,2023-09-08,1336.04,400.81,935.23
HR,2023-09-08,82.56,24.77,57.79
DK,2023-09-08,1600.43,480.13,1120.3
FI,2023-09-08,1037.17,311.15,726.02
FR,2023-09-08,2161.79,648.54,1513.25
DE,2023-09-08,1905.2,571.56,1333.64
GR,2023-09-08,252.92,75.88,177.04
HK,2023-09-08,1030.71,309.21,721.5
IE,2023-09-08,539.67,161.9,377.77
IL,2023-09-08,9.24,2.77,6.46
IT,2023-09-08,143.76,43.13,100.63
JP,2023-09-08,2.45,0.73,1.71
KR,2023-09-08,7.23,2.17,5.06
LU,2023-09-08,94.47,28.34,66.13
NL,2023-09-08,889.62,266.89,622.73
NZ,2023-09-08,141.76,42.53,99.23
NO,2023-09-08,1296.88,389.06,907.81
PT,2023-09-08,194.5,58.35,136.15
QA,2023-09-08,3.56,1.07,2.49
SG,2023-09-08,916.66,275.0,641.66
ZA,2023-09-08,72.33,21.7,50.63
ES,2023-09-08,454.66,136.4,318.26
SE,2023-09-08,9837.67,2951.3,6886.37
CH,2023-09-08,784.69,235.41,549.28
TW,2023-09-08,4.34,1.3,3.04
AE,2023-09-08,713.7,214.11,499.59
GB,2023-09-08,4560.48,1368.14,3192.34
US,2023-09-08,20132.78,6039.83,14092.94
AU,2023-09-09,752.09,225.63,526.46
AT,2023-09-09,145.99,43.8,102.19
BE,2023-09-09,189.16,56.75,132.41
CA,2023-09-09,421.16,126.35,294.82
HR,2023-09-09,38.5,11.55,26.95
DK,2023-09-09,401.91,120.57,281.34
FI,2023-09-09,227.66,68.3,159.36
FR,2023-09-09,549.79,164.94,384.86
DE,2023-09-09,948.15,284.44,663.7
GR,2023-09-09,146.66,44.0,102.66
HK,2023-09-09,209.08,62.72,146.36
IE,2023-09-09,169.58,50.87,118.7
IT,2023-09-09,136.31,40.89,95.42
LU,2023-09-09,23.03,6.91,16.12
NL,2023-09-09,415.16,124.55,290.61
NZ,2023-09-09,62.2,18.66,43.54
NO,2023-09-09,325.14,97.54,227.6
PT,2023-09-09,115.61,34.68,80.93
SG,2023-09-09,247.91,74.37,173.54
ES,2023-09-09,245.58,73.67,171.9
SE,2023-09-09,4347.06,1304.12,3042.94
CH,2023-09-09,367.31,110.19,257.12
AE,2023-09-09,321.02,96.31,224.71
GB,2023-09-09,2284.3,685.29,1599.01
US,2023-09-09,6863.48,2059.04,4804.44
AU,2023-09-10,1254.91,376.47,878.43
AT,2023-09-10,318.05,95.42,222.64
BE,2023-09-10,560.87,168.26,392.61
CA,2023-09-10,634.56,190.37,444.19
HR,2023-09-10,60.93,18.28,42.65
DK,2023-09-10,710.13,213.04,497.09
FI,2023-09-10,493.28,147.99,345.3
FR,2023-09-10,1521.36,456.41,1064.95
DE,2023-09-10,2062.47,618.74,1443.73
GR,2023-09-10,172.23,51.67,120.56
HK,2023-09-10,510.15,153.05,357.11
IE,2023-09-10,353.34,106.0,247.34
IT,2023-09-10,178.56,53.57,124.99
LU,2023-09-10,54.93,16.48,38.45
NL,2023-09-10,780.38,234.11,546.26
NZ,2023-09-10,66.25,19.88,46.38
NO,2023-09-10,583.17,174.95,408.22
PT,2023-09-10,149.26,44.78,104.48
SG,2023-09-10,486.07,145.82,340.25
ES,2023-09-10,325.93,97.78,228.15
SE,2023-09-10,5232.48,1569.74,3662.73
CH,2023-09-10,774.27,232.28,541.99
AE,2023-09-10,508.82,152.65,356.17
GB,2023-09-10,3896.56,1168.97,2727.59
US,2023-09-10,9765.59,2929.68,6835.91
AT,2023-09-11,0.44,0.13,0.31
CA,2023-09-11,146.48,43.94,102.54
DK,2023-09-11,215.23,64.57,150.66
FI,2023-09-11,22.4,6.72,15.68
FR,2023-09-11,314.8,94.44,220.36
DE,2023-09-11,781.85,234.56,547.3
GR,2023-09-11,12.97,3.89,9.08
HK,2023-09-11,6.87,2.06,4.81
IE,2023-09-11,64.09,19.23,44.86
IT,2023-09-11,603.66,181.1,422.56
NL,2023-09-11,598.78,179.63,419.15
SG,2023-09-11,45.57,13.67,31.9
ES,2023-09-11,23.29,6.99,16.3
SE,2023-09-11,1095.21,328.56,766.65
AE,2023-09-11,104.01,31.2,72.81
GB,2023-09-11,1732.69,519.81,1212.88
US,2023-09-11,1432.97,429.89,1003.08
AU,2023-09-12,115.22,34.57,80.65
AT,2023-09-12,17.21,5.16,12.04
CA,2023-09-12,118.55,35.57,82.99
DK,2023-09-12,250.76,75.23,175.53
FI,2023-09-12,52.28,15.68,36.6
FR,2023-09-12,797.33,239.2,558.13
DE,2023-09-12,559.12,167.74,391.38
GR,2023-09-12,0.11,0.03,0.08
HK,2023-09-12,9.21,2.76,6.45
IE,2023-09-12,137.09,41.13,95.96
IT,2023-09-12,583.43,175.03,408.4
NL,2023-09-12,94.46,28.34,66.12
SG,2023-09-12,24.42,7.33,17.09
ES,2023-09-12,7.1,2.13,4.97
SE,2023-09-12,1320.27,396.08,924.19
AE,2023-09-12,29.64,8.89,20.75
GB,2023-09-12,1441.37,432.41,1008.96
US,2023-09-12,2269.34,680.8,1588.54
AU,2023-09-13,259.26,77.78,181.48
AT,2023-09-13,27.83,8.35,19.48
CA,2023-09-13,78.59,23.58,55.01
DK,2023-09-13,350.32,105.1,245.22
FI,2023-09-13,18.81,5.64,13.17
FR,2023-09-13,402.53,120.76,281.77
DE,2023-09-13,444.16,133.25,310.91
GR,2023-09-13,17.37,5.21,12.16
HK,2023-09-13,164.75,49.43,115.33
IE,2023-09-13,0.33,0.1,0.23
IT,2023-09-13,38.29,11.49,26.81
NL,2023-09-13,48.2,14.46,33.74
SG,2023-09-13,79.04,23.71,55.33
ES,2023-09-13,1.22,0.37,0.86
SE,2023-09-13,910.48,273.14,637.33
AE,2023-09-13,37.29,11.19,26.1
GB,2023-09-13,1231.97,369.59,862.38
US,2023-09-13,1800.47,540.14,1260.33
AU,2023-09-14,362.23,108.67,253.56
AT,2023-09-14,14.32,4.3,10.03
CA,2023-09-14,135.74,40.72,95.02
DK,2023-09-14,59.76,17.93,41.83
FI,2023-09-14,54.61,16.38,38.23
FR,2023-09-14,258.83,77.65,181.18
DE,2023-09-14,508.38,152.51,355.86
GR,2023-09-14,1.45,0.44,1.02
HK,2023-09-14,4.81,1.44,3.37
IE,2023-09-14,317.92,95.38,222.54
IT,2023-09-14,52.37,15.71,36.66
NL,2023-09-14,33.79,10.14,23.66
SG,2023-09-14,31.22,9.37,21.85
ES,2023-09-14,4.7,1.41,3.29
SE,2023-09-14,1232.06,369.62,862.44
AE,2023-09-14,27.75,8.33,19.43
GB,2023-09-14,1211.8,363.54,848.26
US,2023-09-14,1445.46,433.64,1011.82
AU,2023-09-15,72.79,21.84,50.96
AT,2023-09-15,14.11,4.23,9.88
CA,2023-09-15,75.82,22.75,53.07
DK,2023-09-15,206.28,61.89,144.4
FI,2023-09-15,33.93,10.18,23.75
FR,2023-09-15,253.88,76.16,177.72
DE,2023-09-15,638.0,191.4,446.6
GR,2023-09-15,4.26,1.28,2.98
HK,2023-09-15,31.58,9.47,22.11
IE,2023-09-15,122.96,36.89,86.08
IT,2023-09-15,21.39,6.42,14.97
NL,2023-09-15,196.77,59.03,137.74
SG,2023-09-15,5.94,1.78,4.15
ES,2023-09-15,28.67,8.6,20.07
SE,2023-09-15,719.53,215.86,503.67
AE,2023-09-15,10.08,3.02,7.06
GB,2023-09-15,455.91,136.77,319.14
US,2023-09-15,1632.14,489.64,1142.5
AU,2023-09-16,181.98,54.59,127.39
AT,2023-09-16,5.94,1.78,4.15
CA,2023-09-16,89.7,26.91,62.79
DK,2023-09-16,171.34,51.4,119.94
FI,2023-09-16,13.1,3.93,9.17
FR,2023-09-16,808.0,242.4,565.6
DE,2023-09-16,480.32,144.1,336.23
GR,2023-09-16,0.11,0.03,0.08
HK,2023-09-16,19.6,5.88,13.72
IE,2023-09-16,5.38,1.61,3.76
IT,2023-09-16,5.82,1.75,4.08
NL,2023-09-16,88.58,26.58,62.01
SG,2023-09-16,92.84,27.85,64.99
ES,2023-09-16,1.01,0.3,0.71
SE,2023-09-16,800.39,240.12,560.27
AE,2023-09-16,34.04,10.21,23.83
GB,2023-09-16,589.29,176.79,412.5
US,2023-09-16,2684.05,805.22,1878.84
AU,2023-09-17,172.0,51.6,120.4
AT,2023-09-17,29.8,8.94,20.86
CA,2023-09-17,212.18,63.65,148.53
DK,2023-09-17,42.19,12.66,29.53
FI,2023-09-17,18.97,5.69,13.28
FR,2023-09-17,275.69,82.71,192.98
DE,2023-09-17,317.77,95.33,222.44
GR,2023-09-17,2.68,0.8,1.88
HK,2023-09-17,5.02,1.51,3.52
IE,2023-09-17,35.27,10.58,24.69
IT,2023-09-17,29.69,8.91,20.78
NL,2023-09-17,605.4,181.62,423.78
SG,2023-09-17,172.0,51.6,120.4
ES,2023-09-17,61.28,18.38,42.89
SE,2023-09-17,1292.39,387.72,904.67
AE,2023-09-17,9.82,2.95,6.88
GB,2023-09-17,1733.72,520.12,1213.6
US,2023-09-17,2208.2,662.46,1545.74
AU,2023-09-11,1112.95,333.89,779.07
AT,2023-09-11,281.76,84.53,197.23
BE,2023-09-11,604.32,181.3,423.03
CA,2023-09-11,1000.74,300.22,700.52
HR,2023-09-11,75.62,22.69,52.94
DK,2023-09-11,727.41,218.22,509.18
FI,2023-09-11,522.27,156.68,365.59
FR,2023-09-11,1572.24,471.67,1100.57
DE,2023-09-11,1653.85,496.15,1157.69
GR,2023-09-11,215.67,64.7,150.97
HK,2023-09-11,560.86,168.26,392.6
IE,2023-09-11,338.31,101.49,236.82
IT,2023-09-11,173.42,52.03,121.4
LU,2023-09-11,57.55,17.26,40.28
NL,2023-09-11,759.45,227.84,531.62
NZ,2023-09-11,69.41,20.82,48.59
NO,2023-09-11,695.03,208.51,486.52
PT,2023-09-11,167.44,50.23,117.21
SG,2023-09-11,502.2,150.66,351.54
ES,2023-09-11,333.54,100.06,233.48
SE,2023-09-11,5132.42,1539.73,3592.7
CH,2023-09-11,707.78,212.33,495.45
AE,2023-09-11,519.5,155.85,363.65
GB,2023-09-11,3369.13,1010.74,2358.39
US,2023-09-11,16025.43,4807.63,11217.8
AU,2023-09-12,1702.89,510.87,1192.03
AT,2023-09-12,296.71,89.01,207.7
BE,2023-09-12,563.56,169.07,394.49
CA,2023-09-12,990.26,297.08,693.18
HR,2023-09-12,46.07,13.82,32.25
DK,2023-09-12,744.38,223.32,521.07
FI,2023-09-12,496.07,148.82,347.25
FR,2023-09-12,1268.54,380.56,887.98
DE,2023-09-12,1647.06,494.12,1152.94
GR,2023-09-12,193.37,58.01,135.36
HK,2023-09-12,819.64,245.89,573.75
IE,2023-09-12,353.65,106.1,247.56
IT,2023-09-12,132.87,39.86,93.01
LU,2023-09-12,57.94,17.38,40.56
NL,2023-09-12,978.38,293.51,684.87
NZ,2023-09-12,98.79,29.64,69.15
NO,2023-09-12,750.49,225.15,525.34
PT,2023-09-12,142.19,42.66,99.54
SG,2023-09-12,817.42,245.23,572.2
ES,2023-09-12,368.86,110.66,258.2
SE,2023-09-12,5191.49,1557.45,3634.04
CH,2023-09-12,692.66,207.8,484.86
AE,2023-09-12,486.53,145.96,340.57
GB,2023-09-12,3756.56,1126.97,2629.59
US,2023-09-12,20021.91,6006.57,14015.34
AU,2023-09-13,1395.94,418.78,977.16
AT,2023-09-13,274.18,82.25,191.92
BE,2023-09-13,575.3,172.59,402.71
CA,2023-09-13,848.14,254.44,593.7
HR,2023-09-13,47.31,14.19,33.12
DK,2023-09-13,636.85,191.06,445.8
FI,2023-09-13,510.29,153.09,357.2
FR,2023-09-13,1333.27,399.98,933.29
DE,2023-09-13,1780.32,534.1,1246.23
GR,2023-09-13,165.64,49.69,115.95
HK,2023-09-13,580.64,174.19,406.45
IE,2023-09-13,364.68,109.4,255.28
IT,2023-09-13,205.05,61.51,143.53
LU,2023-09-13,50.98,15.3,35.69
NL,2023-09-13,1042.28,312.68,729.59
NZ,2023-09-13,80.26,24.08,56.18
NO,2023-09-13,626.06,187.82,438.24
PT,2023-09-13,125.01,37.5,87.51
SG,2023-09-13,715.67,214.7,500.97
ES,2023-09-13,451.4,135.42,315.98
SE,2023-09-13,4178.8,1253.64,2925.16
CH,2023-09-13,772.11,231.63,540.48
AE,2023-09-13,395.18,118.55,276.63
GB,2023-09-13,3906.73,1172.02,2734.71
US,2023-09-13,17960.18,5388.05,12572.12
AU,2023-09-14,925.78,277.73,648.04
AT,2023-09-14,150.85,45.25,105.59
BE,2023-09-14,363.46,109.04,254.42
CA,2023-09-14,521.81,156.54,365.26
HR,2023-09-14,30.33,9.1,21.23
DK,2023-09-14,370.74,111.22,259.52
FI,2023-09-14,277.07,83.12,193.95
FR,2023-09-14,871.73,261.52,610.21
DE,2023-09-14,1284.88,385.46,899.41
GR,2023-09-14,119.62,35.89,83.74
HK,2023-09-14,381.59,114.48,267.11
IE,2023-09-14,215.86,64.76,151.1
IT,2023-09-14,157.45,47.23,110.21
LU,2023-09-14,33.24,9.97,23.26
NL,2023-09-14,699.73,209.92,489.81
NZ,2023-09-14,89.86,26.96,62.9
NO,2023-09-14,372.86,111.86,261.0
PT,2023-09-14,84.38,25.31,59.06
SG,2023-09-14,418.41,125.52,292.89
ES,2023-09-14,295.2,88.56,206.64
SE,2023-09-14,2779.13,833.74,1945.39
CH,2023-09-14,559.18,167.75,391.43
AE,2023-09-14,237.24,71.17,166.06
GB,2023-09-14,2877.27,863.18,2014.09
US,2023-09-14,18098.84,5429.65,12669.19
AU,2023-09-15,821.78,246.53,575.25
AT,2023-09-15,161.49,48.45,113.04
BE,2023-09-15,292.96,87.89,205.08
CA,2023-09-15,473.6,142.08,331.52
HR,2023-09-15,28.45,8.53,19.91
DK,2023-09-15,310.77,93.23,217.54
FI,2023-09-15,216.48,64.94,151.53
FR,2023-09-15,728.27,218.48,509.79
DE,2023-09-15,1155.17,346.55,808.62
GR,2023-09-15,96.42,28.93,67.5
HK,2023-09-15,316.59,94.98,221.62
IE,2023-09-15,197.77,59.33,138.44
IT,2023-09-15,142.34,42.7,99.64
LU,2023-09-15,37.4,11.22,26.18
NL,2023-09-15,743.05,222.92,520.14
NZ,2023-09-15,95.08,28.52,66.56
NO,2023-09-15,298.34,89.5,208.84
PT,2023-09-15,68.43,20.53,47.9
SG,2023-09-15,370.24,111.07,259.17
ES,2023-09-15,272.25,81.67,190.57
SE,2023-09-15,2410.35,723.11,1687.25
CH,2023-09-15,618.63,185.59,433.04
AE,2023-09-15,288.71,86.61,202.1
GB,2023-09-15,2607.01,782.1,1824.9
US,2023-09-15,13905.97,4171.79,9734.18
AU,2023-09-16,814.16,244.25,569.92
AT,2023-09-16,173.36,52.01,121.35
BE,2023-09-16,293.97,88.19,205.78
CA,2023-09-16,454.79,136.44,318.35
HR,2023-09-16,30.69,9.21,21.48
DK,2023-09-16,389.61,116.88,272.73
FI,2023-09-16,250.3,75.09,175.21
FR,2023-09-16,871.84,261.55,610.29
DE,2023-09-16,1147.33,344.2,803.13
GR,2023-09-16,102.81,30.84,71.96
HK,2023-09-16,322.53,96.76,225.77
IE,2023-09-16,231.15,69.34,161.8
IT,2023-09-16,127.0,38.1,88.9
LU,2023-09-16,38.75,11.62,27.12
NL,2023-09-16,695.46,208.64,486.82
NZ,2023-09-16,71.34,21.4,49.94
NO,2023-09-16,480.66,144.2,336.46
PT,2023-09-16,85.78,25.74,60.05
SG,2023-09-16,455.57,136.67,318.9
ES,2023-09-16,309.99,93.0,216.99
SE,2023-09-16,2818.55,845.57,1972.99
CH,2023-09-16,690.42,207.12,483.29
AE,2023-09-16,345.15,103.55,241.61
GB,2023-09-16,2600.62,780.19,1820.44
US,2023-09-16,12838.6,3851.58,8987.02
AU,2023-09-17,974.85,292.45,682.39
AT,2023-09-17,201.69,60.51,141.18
